cid,classification_system,category,subcategory,raw_path,source_tag,fetched_at
2164,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
2164,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
3008,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
3345,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
3345,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
3487,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
3487,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
3918,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
3918,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
4058,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
4058,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
4095,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
4095,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
4158,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
4158,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
4737,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
4737,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
4737,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5193,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5193,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
5193,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
6468,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
6468,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
7678,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
7678,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
8944,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
8944,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
10072,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
10072,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
13505,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
13505,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
14707,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
14707,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
15130,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
15130,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
16078,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
16078,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
16078,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
21950,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
21950,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
31331,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
31862,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
31862,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
32414,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
41693,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
41693,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
51263,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
51263,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
60815,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
60815,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
61791,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
61791,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
62156,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
62156,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
62513,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
62529,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
88890,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
88890,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
101106,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
107765,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
107765,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
120738,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
120738,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
259381,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
259381,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
443404,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
443404,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5284371,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5284371,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5284543,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5284543,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5284569,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5284569,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5284570,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5284570,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5284592,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5284592,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5284603,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5284603,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5284604,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5284604,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5288826,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5288826,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5324289,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5324289,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5359271,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5359271,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5359272,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5359272,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5359353,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5359353,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5362449,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5362449,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5462306,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5497189,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
5497189,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
9838022,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
9838022,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
13653617,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
23623749,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
66553195,DEA Controlled Substances,Schedule II,,hnid:4025056,DEA Schedule II,2026-04-24T17:19:33+00:00
4162,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
4162,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5858,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
5878,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6010,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6010,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
6011,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6013,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6013,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
6128,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6300,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6433,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6433,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
6446,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6717,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
6717,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
8262,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
8262,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
9904,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
10007,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
10007,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
10633,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
10633,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
10634,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
10635,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
10635,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
11273,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
11301,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
13308,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
13308,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
13472,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
13765,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
13769,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
14708,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
15020,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
17150,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
18651,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
18651,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
19094,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
19094,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
25223,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
25223,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
25249,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
27453,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
27453,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
28204,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
28204,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
30487,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
30487,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
66255,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
68947,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
68947,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
72061,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
72061,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
75197,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
75197,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
92834,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
92834,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
98521,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
98521,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
101819,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
102146,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
102146,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
136297,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
160531,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
160615,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
160615,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
160762,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
166576,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
222865,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
227107,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
227107,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
229021,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
234454,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
236666,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
236666,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
237186,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
237186,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
242332,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
242493,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
251636,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
261000,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
442072,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
442072,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
644073,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
644073,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
3037705,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
5281034,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
5284595,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
5284595,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
5284597,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
5311017,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
5311017,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
7092657,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
9835169,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
9835169,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
9835303,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
9835303,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
9900246,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
9900246,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
10039774,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
10221133,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
10221133,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
11196935,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
11196935,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
11300765,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
11300765,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
11522319,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
11522319,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
11722357,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
11897297,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
15888232,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
18633059,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
18633059,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
20055236,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
20055236,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
25141134,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
25170577,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
54523413,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
56842253,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
57495136,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
69249407,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
69249407,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
69259387,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
69259387,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
71314774,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
71752521,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
102285892,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
122216921,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
124081847,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
124577299,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
125181411,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
133587291,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
137699656,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
137700159,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
146448422,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
162477430,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
171390149,DEA Controlled Substances,Schedule III,,hnid:4025057,DEA Schedule III,2026-04-24T17:19:33+00:00
2118,DEA Controlled Substances,Schedule IV,,hnid:4025058,DEA Schedule IV,2026-04-24T17:19:33+00:00
2118,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
2294,DEA Controlled Substances,Schedule IV,,hnid:4025058,DEA Schedule IV,2026-04-24T17:19:33+00:00
2294,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
2441,DEA Controlled Substances,Schedule IV,,hnid:4025058,DEA Schedule IV,2026-04-24T17:19:33+00:00
2441,DEA NFLIS,NFLIS Substances,,hnid:18246386,DEA NFLIS Substances,2026-04-24T17:19:33+00:00
