id,supplier_id,supplier_name,country,city,website,description,chemnet_url,address,email,telephone,fax,fetched_at
322,29088,Madras Fertilizers Limited,India,,www.madrasfert.nic.insvc/serv00829088,,https://www.chemnet.com/IndiaSuppliers/29088/Products-Catalog--1.html,Manali Chennai - 600 068.,mfl@madrasfert.com,25941001,,2026-04-24T17:21:05+00:00
323,29709,GC International,India,,www.gcinc.comsvc/serv01129709,,https://www.chemnet.com/IndiaSuppliers/29709/Products-Catalog--1.html,,yu88ying@yahoo.com,91-22-2673-6487,91-22-2673-6486,2026-04-24T17:21:05+00:00
324,30201,Star Chemicals (Bombay) Pvt. Ltd.,India,,www.starchemicals.comsvc/serv00930201,,https://www.chemnet.com/IndiaSuppliers/30201/Products-Catalog--1.html,"55/58, Jolly Maker Chambers II,Nariman Point, Mumbai 400 021,INDIA, Mumbai, Mumbai",starchem@mtnl.net.in,+91-22-2202 8728,+91-22-2282 8237,2026-04-24T17:21:05+00:00
325,14792,Wenzhou Chemical Material Factory,China,,www.cnjxchem.comhg/hz14792,,https://www.chemnet.com/ChinaSuppliers/14792/Products-Catalog--1.html,"Yanjiang Industry Zone ,Wenzhou,China",sales@cnjxchem.com,+86-577-88799961 88795800 88799963 88799960 88799962,+86-577-88790887,2026-04-24T17:21:09+00:00
326,14852,"Zhejiang hichi chemical co.,ltd",China,,www.cnhichi.comhg/hz14852,,https://www.chemnet.com/ChinaSuppliers/14852/Products-Catalog--1.html,"Binghe Road, Damaiyu Economic Development Zone, Yuhuan, Zhejiang",kkk@cnhichi.com,+86-576-7379999,+86-576-7379995,2026-04-24T17:21:09+00:00
327,14917,Sinochem Hebei (Tianjin) Import & Export Corporation.,China,,hg/bj14917,,https://www.chemnet.com/ChinaSuppliers/14917/Products-Catalog--1.html,"6-F,Tianjin International Development Building No.2,Dongting Road TEDA Tianjin China",info@sinochemhb.com,+86-22-25292466,"+86-22-25292488,25320640",2026-04-24T17:21:09+00:00
328,22389,"Hangzhou Colorific Chemicals Co., Ltd.",China,,www.colorific-chem.comhg/hz22389,,https://www.chemnet.com/ChinaSuppliers/22389/Products-Catalog--1.html,"9F, BLDG 3D/E, (Westport/ New Territories)206 Zhen Hua Road, San Dun, Hangzhou, China.",zhu_xuguang@colorific-chem.com,86-571-89712977 89712978 89712979,86-571-89712976 89712987,2026-04-24T17:21:09+00:00
330,25269,"Shanghai Baoyu International Trade Co., Ltd",China,,hg/sh25269,,https://www.chemnet.com/ChinaSuppliers/25269/Products-Catalog--1.html,"Room 101, 297-5# Zaoyanglu, Shanghai, China",jby@chinabychem.com,+86-21-52713053,+86-21-52713051,2026-04-24T17:21:09+00:00
332,37488,"Hangzhou Rising Biotechnology Co., Ltd.",China,,hg/hz37488,,https://www.chemnet.com/ChinaSuppliers/37488/Products-Catalog--1.html,"Room 818, Hydra BLK, Singapore Hangzhou Science & Technology Park, No.2 Science & Technology Park Road, Hangzhou Economic & Technological Development Area",sales@chinarisingbio.com,+86-571-86921369 86920109 +86-013758276790,+86-571-86920801,2026-04-24T17:21:09+00:00
333,53672,"Jinan Shenghe Chemical Co., Ltd.",China,,www.chemsp.com; www.shenghechemical.comhg/js53672,,https://www.chemnet.com/ChinaSuppliers/53672/Products-Catalog--1.html,"Wangshe Ren Subdistrict, Licheng District, Jinan City, Shandong Province, China",info@chemsp.com,+86-18553102138,,2026-04-24T17:21:09+00:00
334,4162,ABSCO Ltd,United Kingdom,,hg/cus4162,,https://www.chemnet.com/United-KingdomSuppliers/4162/Products-Catalog--1.html,"42 Hollands Road, Haverhill, Suffolk, CB9 8SA, United Kingdom",enquiries@abscomaterials.com,+44-1440-709709,+44-1440-709708,2026-04-24T17:21:09+00:00
335,7552,BGR Chemical Products Inc.,Canada,,Ahg/cus7552,,https://www.chemnet.com/CanadaSuppliers/7552/Products-Catalog--1.html,"600 avenue Delmar Pointe-Claire, QC H9R 4A8 Canada",info@bgrchem.com,+1-514-6947442,+1-514-6305951,2026-04-24T17:21:11+00:00
336,7781,Puritan Products Inc.,United States,,www.puritanproducts.comhg/cus7781,,https://www.chemnet.com/United-StatesSuppliers/7781/Products-Catalog--1.html,"2290 Avenue A Bethlehem, PA 18017",marketing@puritanproducts.com,+1-610-8664225,+1-610-8664270,2026-04-24T17:21:11+00:00
338,8711,"Miljac, Inc.",United States,,hg/cus8711,,https://www.chemnet.com/United-StatesSuppliers/8711/Products-Catalog--1.html,"280 Elm St. New Canaan, CT 06840",sales@miljac.com,+203-966-8777,+203-966-3577,2026-04-24T17:21:11+00:00
341,19013,ULTIMATE CHEM (I) PVT.LTD.,India,,www.ultimatechemindia.comhg/cus19013,,https://www.chemnet.com/IndiaSuppliers/19013/Products-Catalog--1.html,"82/84, Masjid Bunder Rd., 3rd Flr., Nr.Satkar Hotel, Mumbai",response@ultimatechemindia.com,"+91-22-23454485, 23455601",+91-22-23454920,2026-04-24T17:21:11+00:00
342,21254,US Chemicals,United States,,hg/cus21254,,https://www.chemnet.com/United-StatesSuppliers/21254/Products-Catalog--1.html,"280 Elm Street New Canaan, CT 06840",sales@uschemicals.com,+1-(203)966-8777,+1-(203)966-3577,2026-04-24T17:21:11+00:00
344,26832,Wedor Corporation,United States,,www.wedor.comhg/cus26832,,https://www.chemnet.com/United-StatesSuppliers/26832/Products-Catalog--1.html,"1907 S. 89th Street West Allis, WI 53227",information@wedor.com,+1-414-329-9041,+1-414-329-9043,2026-04-24T17:21:11+00:00
345,26835,RICCA CHEMICAL COMPANY,United States,,www.riccachemical.comhg/cus26835,,https://www.chemnet.com/United-StatesSuppliers/26835/Products-Catalog--1.html,,customerservice@riccachemical.com,+1-817-461-5601,,2026-04-24T17:21:13+00:00
346,28283,Alphachem Limited,Canada,,www.alphachem.cahg/cus28283,,https://www.chemnet.com/CanadaSuppliers/28283/Products-Catalog--1.html,"2485 Milltower Court Mississauga, Ontario Canada, L5N 5Z6",sales@alphachem.ca,+1-905-821-2995,+1-905-821-2660,2026-04-24T17:21:13+00:00
347,28975,Biopharm Inc.,United States,,www.bphchem.comhg/cus28975,,https://www.chemnet.com/United-StatesSuppliers/28975/Products-Catalog--1.html,"187 South Tilley Road Hatfield, AR 71945",sales@bphchem.com,+1-800-443-8465,+1-870-389-6604,2026-04-24T17:21:13+00:00
348,29777,Alfa Aesar GmbH & Co KG,Germany,,www.alfa-chemcat.comhg/cus29777,,https://www.chemnet.com/GermanySuppliers/29777/Products-Catalog--1.html,"Zeppelinstrasse 7, 76185, Karlsruhe, Germany",Eurosales@alfa.com,00-800-4566-4566,00-800-4577-4577,2026-04-24T17:21:13+00:00
350,31351,Mutchler Inc.,United States,,hg/cus31351,,https://www.chemnet.com/United-StatesSuppliers/31351/Products-Catalog--1.html,,info@mutchlerchem.com,+1 201-768-1100,+1 201-768-9960,2026-04-24T17:21:13+00:00
351,31392,TRIGON GULF FZCO,Other Regions,,hg/cus31392,,https://www.chemnet.com/Other-RegionsSuppliers/31392/Products-Catalog--1.html,"P.O.Box 61468, Jebel Ali Free Zone, Dubai, U.A.E",info@trigon.ae,+971 4 8819337,+971 4 8819334,2026-04-24T17:21:13+00:00
352,34255,"Total Specialty Chemicals, Inc.",United States,,http://www.totaltsc.comhg/cus34255,,https://www.chemnet.com/United-StatesSuppliers/34255/Products-Catalog--1.html,"47 Elm Street, New Canaan, CT 06840",totaltsc@aol.com,+1-203-9661525,+1-203-9661505,2026-04-24T17:21:13+00:00
353,34342,"Research Organics, Inc.",United States,,www.resorg.comhg/cus34342,,https://www.chemnet.com/United-StatesSuppliers/34342/Products-Catalog--1.html,"4353 East 49th Street, Cleveland, OH 44125",info@resorg.com,+1-216-8838025,+1-216-8831576,2026-04-24T17:21:13+00:00
354,34350,"Supreme Resources, Inc.",China,,www.supremeresources.comhg/cus34350,,https://www.chemnet.com/ChinaSuppliers/34350/Products-Catalog--1.html,"5400 Laurel Springs Parkway, Suite 1103, Suwanee, GA 30024",sri@supremeresources.com,+1-770-4754638,+1-770-4754618,2026-04-24T17:21:13+00:00
355,45964,"Ozone Solutions, Inc.",United Kingdom,,www.ozoneapplications.comhg/cus45964,,https://www.chemnet.com/United-KingdomSuppliers/45964/Products-Catalog--1.html,"Hull, IA 51239 USA",info@ozoneapplications.com,7124396880,7124396733,2026-04-24T17:21:15+00:00
356,48011,Samrat Pharmachem Limited,India,,www.samratpharmachem.comhg/cus48011,,https://www.chemnet.com/IndiaSuppliers/48011/Products-Catalog--1.html,"A/7, Sai Prasad, 2nd Floor, Teli Gali Cross Lane, Andheri (East), Mumbai – 400 069, India, ,",samrat@bom4.vsnl.net.in,912226841707/40,912226843745,2026-04-24T17:21:15+00:00
357,48247,Samrat Remedies Limited,India,,www.samratremedies.comhg/cus48247,,https://www.chemnet.com/IndiaSuppliers/48247/Products-Catalog--1.html,"101, Durga Apartment, Ajmal Road, Off Malvia Road, Vile Parle (East), Mumbai-400057. INDIA., , Mumbai",contact@samratremedies.com,912226102491/92,912226101982,2026-04-24T17:21:15+00:00
358,48996,Traxpo Enterprises (P) Ltd,India,,www.traxpo.comhg/cus48996,,https://www.chemnet.com/IndiaSuppliers/48996/Products-Catalog--1.html,"Jash Chambers, 5th Floor, Sir P.M. Road, Fort, Mumbai-400 001, India, ,",info@traxpo.com,912240304646,912240304650,2026-04-24T17:21:15+00:00
359,51063,AppliChem GmbH,Germany,,www.applichem.comhg/cus51063,,https://www.chemnet.com/GermanySuppliers/51063/Products-Catalog--1.html,"Ottoweg 4 DE-64291 Darmstadt Germany, Darmstadt, Darmstadt",service@applichem.de,49615193570,496151935711,2026-04-24T17:21:15+00:00
360,4304,American International Chemical,United States,,www.aicma.com/svc4304,,https://www.chemnet.com/United-StatesSuppliers/4304/Products-Catalog--1.html,,info@aicma.com,+1-800-238-0001,+1-508-872-1566,2026-04-24T17:21:15+00:00
361,4667,Sea-Land Chemical,United States,,www.sealandchem.comsvc/serv0104667,,https://www.chemnet.com/United-StatesSuppliers/4667/Products-Catalog--1.html,,SeaLand@SeaLandChem.com,440-871-7887,440-871-7949,2026-04-24T17:21:15+00:00
362,5444,Gayatri Laboratories Pvt Ltd.,India,,www.bicserve.comsvc/serv0025444,,https://www.chemnet.com/IndiaSuppliers/5444/Products-Catalog--1.html,"4, Vijay Indl. Estate,I.B.Patel Road,Goregaon - E,Mumbai 400063. India",,"+91 (22) 8780554,+91 (22) 8748737",+91 (22) 8780555,2026-04-24T17:21:15+00:00
364,8208,Alfapanon d.o.o:production of clinical diagno,Other Regions,,www.alfapanon.co.yusvc/serv0408208,,https://www.chemnet.com/Other-RegionsSuppliers/8208/Products-Catalog--1.html,P. Fah 7 21000 Novi Sad Serbia and Montenegro,Info@Alfapanon.co.yu,+381 21 434.688,+381 21 434.688,2026-04-24T17:21:15+00:00
365,8255,CBC (America) Corp.,United States,,www.cbcamerica.comsvc/serv0278255,,https://www.chemnet.com/United-StatesSuppliers/8255/Products-Catalog--1.html,"55 Mall Drive Commack,",mioka@cbcamerica.com,(631)864-9700,(631)864-0852,2026-04-24T17:21:17+00:00
366,8539,"U.S. Chemicals, Inc.",United States,,www.uschemicals.comsvc/serv0608539,,https://www.chemnet.com/United-StatesSuppliers/8539/Products-Catalog--1.html,,,+1 (203) 966-8777,+1 (203) 966-3577,2026-04-24T17:21:17+00:00
367,8681,Netchem Inc.,Canada,,www.netcheminc.comsvc8681,,https://www.chemnet.com/CanadaSuppliers/8681/Products-Catalog--1.html,"19 Sage Court,Brantford, Ontario,Canada",sales@netchem.org,+519-751-4700,+519-751-3402,2026-04-24T17:21:17+00:00
369,11073,"Deepwater Chemicals, Inc.",United States,,www.deepwaterchemicals.comsvc/serv03811073,,https://www.chemnet.com/United-StatesSuppliers/11073/Products-Catalog--1.html,"Deepwater Chemicals,1210 Airpark Road,Woodward, OK 73801",chensley@deepwaterchemicals.com,580-256-0500,580-256-0575,2026-04-24T17:21:17+00:00
370,11081,Productos Quimicos Roda,Germany,,www.chemdex.orgsvc/serv02411081,,https://www.chemnet.com/GermanySuppliers/11081/Products-Catalog--1.html,Blvd. Armando del Castillo Franco # 791，4a. Etapa Parque Industrial Lagunero,,(17) 19-17-11,(17) 19-09-22,2026-04-24T17:21:17+00:00
371,11737,chempoint,United States,,www.chempoint.comsvc/serv04211737,,https://www.chemnet.com/United-StatesSuppliers/11737/Products-Catalog--1.html,,info@chempoint.com,1-800-485-9569,425-378-8675,2026-04-24T17:21:17+00:00
373,11938,Laju Carbon Products Sdn. Bhd.,Other Regions,,www.lajucarbon.comsvc/serv02411938,,https://www.chemnet.com/Other-RegionsSuppliers/11938/Products-Catalog--1.html,"Lot 6, Jalan Kecapi 33/2, Section 33 Elite Industrial Estate, Malaysia",,603-5880-8893,603-5880-6692,2026-04-24T17:21:17+00:00
374,12520,H. K. Chemicals,India,,www.hkoverseas.comsvc/serv00512520,,https://www.chemnet.com/IndiaSuppliers/12520/Products-Catalog--1.html,"Shop No 4, Indraprastha I-A, Opp. Ashoka Hospital, Jitendra Road, Malad (E), Mumbai - 400 097, Maharashtra, INDIA",hkc@vsnl.com,91-22-2877 4445 / 5829 - 56903128,91-22-2877 3079,2026-04-24T17:21:17+00:00
375,12618,"Maypro Industries, Inc.",Other Regions,,www.maypro.comsvc/serv02812618,,https://www.chemnet.com/Other-RegionsSuppliers/12618/Products-Catalog--1.html,2700 Westchester Ave.,maypro@worldnet.att.net,(914)251-0701,(914)251-0746,2026-04-24T17:21:19+00:00
376,13286,Cooper Chemical Company,United States,,www.cooperchemical.comsvc/serv03813286,,https://www.chemnet.com/United-StatesSuppliers/13286/Products-Catalog--1.html,"Cooper Chemical Company20 Parker RoadLong Valley, NJ 07853",officemanager@cooperchemical.com,1-908-876-3231,1-908-876-3857,2026-04-24T17:21:19+00:00
378,17710,Sociedad Quimica y Minera,Other Regions,,www.sqm.comsvc/serv02417710,,https://www.chemnet.com/Other-RegionsSuppliers/17710/Products-Catalog--1.html,,admin_web@sqm.cl,,,2026-04-24T17:21:19+00:00
379,18033,Ajay SQM,France,,www.ajay-sqm.comsvc/serv00218033,,https://www.chemnet.com/FranceSuppliers/18033/Products-Catalog--1.html,"AJAY EUROPE, SARL Z.I. du Grand Verger B.P. 227 53602 Evron Cedex FRANCE",ajay@ajay-europe.com,33-2-4301 3535,33-2-4301 7618,2026-04-24T17:21:19+00:00
380,18181,"Nippoh Chemicals Co., Ltd.",Japan,,www.npckk.co.jpsvc/serv00618181,,https://www.chemnet.com/JapanSuppliers/18181/Products-Catalog--1.html,"CM Bldg. 3-3. 3-Chome, Nihonbashi-Muromachi, Chuo-ku, Tokyo 103-0022, Japan",development@nippoh-chem.jp,+81-3-3270-5345,+81-3-3246-0346,2026-04-24T17:21:19+00:00
381,18306,DKSH Holding Ltd.DKSH Management AG,Switzerland,,www.dksh.comsvc/serv00718306,,https://www.chemnet.com/SwitzerlandSuppliers/18306/Products-Catalog--1.html,Wiesenstrasse 8P.O. Box 8888034 ZurichSwitzerland,Info@dksh.com,+41-1-386 7272,+41-1-386 7550,2026-04-24T17:21:19+00:00
382,18420,"Courtin & Warner, Ltd",United Kingdom,,www.c-and-w.co.uksvc/serv00218420,,https://www.chemnet.com/United-KingdomSuppliers/18420/Products-Catalog--1.html,,sales@c-and-w.co.uk,+44 0 1273 480611,+44 0 1273 472249,2026-04-24T17:21:19+00:00
383,19544,"ITOCHU Specialty Chemicals, Inc",United States,,www.itochu-sc.comsvc/serv00219544,,https://www.chemnet.com/United-StatesSuppliers/19544/Products-Catalog--1.html,"660 White Plains Road, Suite 340, Tarrytown, NY 10591 - USA",info@itochu-sc.com,914.333.7800,914.333.7848,2026-04-24T17:21:19+00:00
384,20429,Chemicals & Associates,India,,www.kemikals.comsvc/serv02720429,,https://www.chemnet.com/IndiaSuppliers/20429/Products-Catalog--1.html,"27 Ashoka Chambers,5-B Rajendra Park,New Delhi – 110 060",chemika@vsnl.com,"+91-11-25735151, 25727778, 25772464",+91-11-25755507,2026-04-24T17:21:19+00:00
385,20580,DSM Fine Chemicals,Netherlands,,www.dsm.comsvc20580,,https://www.chemnet.com/NetherlandsSuppliers/20580/Products-Catalog--1.html,,,+31 (45) 578 24 21,+31 (45) 574 06 80,2026-04-24T17:21:21+00:00
386,21435,Progressive Products,Mexico,,svc/serv00221435,,https://www.chemnet.com/MexicoSuppliers/21435/Products-Catalog--1.html,,,"(17) 19-17-11, 19-17-12, 19-17-13",(17) 19-09-22,2026-04-24T17:21:21+00:00
387,21925,Pantheon,India,,www.pantheonpharmchem.comsvc/serv00421925,,https://www.chemnet.com/IndiaSuppliers/21925/Products-Catalog--1.html,"10th Floor 105, Atlanta, Nariman Point, Mumbai - 400 021.INDIA",,+91 - 22 - 2288 6945;2284 1346,+91 - 22 - 2284 4417,2026-04-24T17:21:21+00:00
388,22146,MANISHA TRADERS,India,,business.vsnl.co/manisha.htpsvc/serv02722146,,https://www.chemnet.com/IndiaSuppliers/22146/Products-Catalog--1.html,,manchem@vsnl.com,3427637 / 3400567 / 3453851,3453851,2026-04-24T17:21:21+00:00
389,22264,Arpadis n.v.,Belgium,,svc/serv02722264,,https://www.chemnet.com/BelgiumSuppliers/22264/Products-Catalog--1.html,,info@arpadis.com,32 3 2069370,32 3 2337207,2026-04-24T17:21:21+00:00
390,22408,Loba Chemie Pvt. Ltd.,India,,www.lobachemie.comsvc/serv00522408,,https://www.chemnet.com/IndiaSuppliers/22408/Products-Catalog--1.html,"78/80, Babu Genu Road, Mumbai 400 002. INDIA",lobachem@vsnl.com,"91-22-2201 2850, 2201 1145",91-22-22064561,2026-04-24T17:21:21+00:00
391,22466,Brownandforth,United Kingdom,,svc/serv00222466,,https://www.chemnet.com/United-KingdomSuppliers/22466/Products-Catalog--1.html,,info@brownandforth.co.uk,+44-(0)-1282-839111,+ 44-(0)-1282-420182,2026-04-24T17:21:21+00:00
393,25292,Norkem Ltd,United Kingdom,,www.norkem.comsvc/serv00925292,,https://www.chemnet.com/United-KingdomSuppliers/25292/Products-Catalog--1.html,,Graham.Lewis@norkem.com,44 (0)1565 755550,44 (0)1565 755496,2026-04-24T17:21:21+00:00
394,25338,John Hatcher,United Kingdom,,www.fibrophos.co.uksvc/serv00925338,,https://www.chemnet.com/United-KingdomSuppliers/25338/Products-Catalog--1.html,,fibro@hatcher.co.uk,01394-274321,,2026-04-24T17:21:21+00:00
395,25728,Quimica U.S.P. de Mexico S.A. de C.V.,Mexico,,www.usp.com.mxsvc/serv00825728,,https://www.chemnet.com/MexicoSuppliers/25728/Products-Catalog--1.html,"Calle de Hidalgo No. 101, Col. Progreso Tizapan, Deleg. Alvaro Obregon, Mexico City, D.F.",,52-5-550-3569,52-5-550-3569,2026-04-24T17:21:23+00:00
396,26363,Isonics Corporation,United States,,svc/serv00826363,,https://www.chemnet.com/United-StatesSuppliers/26363/Products-Catalog--1.html,"5906 McIntyre St., Golden",,303-279-7900,303-279-7300,2026-04-24T17:21:23+00:00
399,26742,The Ajay-SQM Group,France,,www.ajay-sqm.comsvc/serv00926742,,https://www.chemnet.com/FranceSuppliers/26742/Products-Catalog--1.html,,,33-2-4301 3535,33-2-4301 7618,2026-04-24T17:21:23+00:00
400,26881,Hi-Tech Services Pvt. Ltd.,India,,www.htsworld.comsvc/serv01026881,,https://www.chemnet.com/IndiaSuppliers/26881/Products-Catalog--1.html,"J-7 / 24 (LGF), Rajouri Garden, New Delhi - (India)",hts@mail15.com,(+91-11) 2591 7659,(+91-11) 2541 3821,2026-04-24T17:21:23+00:00
401,26920,Hach Company,United States,,www.hach.comsvc/serv00926920,,https://www.chemnet.com/United-StatesSuppliers/26920/Products-Catalog--1.html,,,(970) 669-3050,(970) 669-2932,2026-04-24T17:21:23+00:00
402,26964,E Sha Chemical Co.,Other Regions,,www.eshachem.comsvc/serv00926964,,https://www.chemnet.com/Other-RegionsSuppliers/26964/Products-Catalog--1.html,"7-1 No.33, Chien-Kuo N Rd Sec. 2, Taipei 104, Taiwan",esha@ms8.hinet.net,+886-2-25061838,+886-2-25076484,2026-04-24T17:21:23+00:00
403,27077,"J. & H. Berge, Inc.",United States,,www.labmart.comsvc/serv00927077,,https://www.chemnet.com/United-StatesSuppliers/27077/Products-Catalog--1.html,"4111 South Clinton Avenue South Plainfield, NJ 07080 USA",sales@labmart.com,(908) 561-1234,(908) 561-3002,2026-04-24T17:21:23+00:00
404,27109,MICAL specialty chemicals,United States,,svc/serv01027109,,https://www.chemnet.com/United-StatesSuppliers/27109/Products-Catalog--1.html,"100 Wood Avenue South Suite 201 Iselin, New Jersey",,732-357-2001,732-357-2099,2026-04-24T17:21:23+00:00
405,27349,THATCHER COMPANY,Australia,,www.tchem.comsvc/serv00927349,,https://www.chemnet.com/AustraliaSuppliers/27349/Products-Catalog--1.html,"P.O. Box 27407 Salt Lake City, UT 84127",stannewbold@thatchercompany.com,1-800-348-0034,1-800-530-0215,2026-04-24T17:21:25+00:00
406,27397,IB International,South Korea,,www.ibintl.comsvc/serv01027397,,https://www.chemnet.com/South-KoreaSuppliers/27397/Products-Catalog--1.html,"Rm 201, Ki-yeong Bldg., 21-1, Cho-dong Jung-gu Seoul Korea",,82 - 2 - 22697333,82 - 2 - 22695481,2026-04-24T17:21:25+00:00
407,27408,"SHINHWA MATERIAL IND CO., LTD.",South Korea,,www.shinhwamaterial.co.krsvc/serv01027408,,https://www.chemnet.com/South-KoreaSuppliers/27408/Products-Catalog--1.html,Buwon-dong Gimhae-si Gyeongsangnam-do Korea,mooky@shinhwamaterial.co.kr,82 - 55 - 335-8787,82 - 55 - 335-8785,2026-04-24T17:21:25+00:00
408,27525,ALLCHEMICAL Distributing,United States,,www.allchemdist.comsvc/serv00927525,,https://www.chemnet.com/United-StatesSuppliers/27525/Products-Catalog--1.html,"PO Box 758 Wichita, KS 67201-0758",sales@allchemdist.com,316.992.9293,316.263.8700,2026-04-24T17:21:25+00:00
409,27750,ZooScape.com,Canada,,www.zooscape.comsvc/serv00927750,,https://www.chemnet.com/CanadaSuppliers/27750/Products-Catalog--1.html,"51 Mountainash Road P.O. Box 15010 Brampton, Ontario Canada L6R 2W6",,(800) 760-8783,(905) 494-1786,2026-04-24T17:21:25+00:00
410,27793,"Stocklotsfromchina.com.Doultsons Ltd,",Other Regions,,svc/serv00927793,,https://www.chemnet.com/Other-RegionsSuppliers/27793/Products-Catalog--1.html,,stocklots@doultsons.com.hk,(852)2523-8089,(852)2810-7899,2026-04-24T17:21:25+00:00
412,28539,"J&M Laboratories, Inc.",United States,,svc/serv01128539,,https://www.chemnet.com/United-StatesSuppliers/28539/Products-Catalog--1.html,,,800-473-6173,502-585-3216,2026-04-24T17:21:25+00:00
413,28544,Marubeni Philippines Corporation,United States,,www.marubeniphil.comsvc/serv01128544,,https://www.chemnet.com/United-StatesSuppliers/28544/Products-Catalog--1.html,,,632 8190211,632 8188602,2026-04-24T17:21:25+00:00
414,28546,H. K. GROUP,India,,www.hkoverseas.netsvc/serv00828546,,https://www.chemnet.com/IndiaSuppliers/28546/Products-Catalog--1.html,"Shop No 4, Indraprastha I-A, Opp. Ashoka Hospital, Jitendra Road, alad (East), Mumbai - 400 097, Maharashtra, INDIA",hkc@vsnl.com,91-22-2877 4445 / 5829 - 56903128,91-22-28773079,2026-04-24T17:21:25+00:00
416,28863,DSM Belgium SA/NV,Belgium,,www.thomasb2b.com/profile/ENUS/268/291890/13755/dsm-belgium-sa-nvsvc/serv01128863,,https://www.chemnet.com/BelgiumSuppliers/28863/Products-Catalog--1.html,,,32-0-2-7120530,32-0-2-7120555,2026-04-24T17:21:27+00:00
417,28894,DSM Scandinavia A/S,Denmark,,www.thomasb2b.com/profile/ENUS/268/291890/390007/dsm-scandinavia-a-ssvc/serv01128894,,https://www.chemnet.com/DenmarkSuppliers/28894/Products-Catalog--1.html,,,4545828245,4545820103,2026-04-24T17:21:27+00:00
419,28931,DSM Deutschland GmbH,Germany,,www.thomasb2b.com/profile/ENUS/268/291890/145148/dsm-deutschland-gmbhsvc/serv01128931,,https://www.chemnet.com/GermanySuppliers/28931/Products-Catalog--1.html,,,49-0-211-45576,,2026-04-24T17:21:27+00:00
421,28939,DSM Hungary Kft.,Other Regions,,www.thomasb2b.com/profile/ENUS/268/291890/390009/dsm-hungary-kftsvc/serv01128939,,https://www.chemnet.com/Other-RegionsSuppliers/28939/Products-Catalog--1.html,,,36-0-1-2148711,36-0-1-2148706,2026-04-24T17:21:27+00:00
422,28960,DSM Italia S.r.l.,Italy,,www.thomasb2b.com/profile/ENUS/268/291890/145149/dsm-italia-srlsvc/serv01128960,,https://www.chemnet.com/ItalySuppliers/28960/Products-Catalog--1.html,,,39031236111,39031572520,2026-04-24T17:21:27+00:00
423,28971,Animal Sciences,United States,,www.uky.edu/Agriculture/AnimalSciencessvc/serv01128971,,https://www.chemnet.com/United-StatesSuppliers/28971/Products-Catalog--1.html,,,859-257-2686,859-257-2538,2026-04-24T17:21:27+00:00
425,28999,Venus Impex,India,,www.venusimpex.insvc/serv00828999,,https://www.chemnet.com/IndiaSuppliers/28999/Products-Catalog--1.html,"510, Saffron Tower, Fateganj Baroda Gujrat 390002 India",,91-265-2787021,91-265-2780978,2026-04-24T17:21:29+00:00
426,29013,DSM Fine Chemicals BV,Mexico,,www.thomasb2b.com/profile/ENUS/268/291890/112542/dsm-fine-chemicals-bvsvc/serv01129013,,https://www.chemnet.com/MexicoSuppliers/29013/Products-Catalog--1.html,,,31-0-46-477324,31-0-46-477359,2026-04-24T17:21:29+00:00
427,29017,DSM Sales International BV,Mexico,,www.thomasb2b.com/profile/ENUS/268/291890/145152/dsm-sales-international-bvsvc/serv01129017,,https://www.chemnet.com/MexicoSuppliers/29017/Products-Catalog--1.html,,,31-0-46-477379,31-0-46-477000,2026-04-24T17:21:29+00:00
429,29269,Ajax Finechem,Australia,,www.ajaxfinechem.co.nzsvc/serv00929269,,https://www.chemnet.com/AustraliaSuppliers/29269/Products-Catalog--1.html,PO Box 232 Seven Hills NSW 1730,,+61 (02) 9839 4000,+61 (02) 9674 9058,2026-04-24T17:21:29+00:00
430,29330,ISE CHEMICALS CORPORATION,Japan,,www.isechem.co.jp/englishsvc/serv00929330,,https://www.chemnet.com/JapanSuppliers/29330/Products-Catalog--1.html,"1-13-1 Kyobashi, Chuo-ku, Tokyo 104-0031",,81-3-3535-0760,81-3-3535-0773,2026-04-24T17:21:29+00:00
431,29364,Adinath Petrochem,India,,www.adinathpetro.com/svc/serv00929364,,https://www.chemnet.com/IndiaSuppliers/29364/Products-Catalog--1.html,"202,SUSHILA SMRUTI, ASHOK CHAKRAVARTI RD KANDILVILI (E) ,MUMBAI.",adipetro@vsnl.com,28840111 / 0222,,2026-04-24T17:21:29+00:00
432,29416,"Maruishi Pharmaceutical. Co., Ltd.",Japan,,svc/serv00929416,,https://www.chemnet.com/JapanSuppliers/29416/Products-Catalog--1.html,"4 - 2, Imazu-Naka 2 - Chome, Tsurumi-ku, Osaka, 538-0042 Japan",,(06)6964-3100,(06)6965-5721,2026-04-24T17:21:29+00:00
433,29694,INTATRADE ltd.,Germany,,www.intatrade.desvc/serv00929694,,https://www.chemnet.com/GermanySuppliers/29694/Products-Catalog--1.html,,intatrade@intatrade.de,+49 3493/605464,+49 3493/605470,2026-04-24T17:21:29+00:00
434,30245,Biesterfeld Siemsgluss Int. GmbH,Germany,,www.biesterfeld-siemsgluess.com/index_frame.htmlsvc/serv01230245,,https://www.chemnet.com/GermanySuppliers/30245/Products-Catalog--1.html,,International@biesterfeld.com,+49 (0) 40-320 08-257,+49 (0) 40-320 08-440,2026-04-24T17:21:29+00:00
