id,query_chemical,query_cas,product_name,product_cas,supplier_id,supplier_name,supplier_country,purity,grade,min_order,price,product_url,fetched_at
614,Anthranilic acid,118-92-3,Anthranilic Acid,118-92-3,18389,"Aakash Chemical & Dye-Stuffs, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/18389/Anthranilic-Acid--649881.html,2026-04-24T17:20:23+00:00
615,Anthranilic acid,118-92-3,ANTHRANILIC ACID,118-92-3,19686,Shree Ganesh Dye Chem,India,,,,,https://www.chemnet.com/IndiaSuppliers/19686/ANTHRANILIC-ACID--675154.html,2026-04-24T17:20:23+00:00
616,Anthranilic acid,118-92-3,Anthranilic Acid,118-92-3,19867,PMC Specialties Group,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/19867/Anthranilic-Acid--679286.html,2026-04-24T17:20:25+00:00
617,Anthranilic acid,118-92-3,2 AMINOBENZOIC ACID,118-92-3,21475,Kiran Light Laboratories,India,,,,,https://www.chemnet.com/IndiaSuppliers/21475/2-AMINOBENZOIC-ACID--708960.html,2026-04-24T17:20:25+00:00
618,Anthranilic acid,118-92-3,ANTHRANILIC ACID,118-92-3,21940,Siddharth International,India,,,,,https://www.chemnet.com/IndiaSuppliers/21940/ANTHRANILIC-ACID--717580.html,2026-04-24T17:20:25+00:00
619,Anthranilic acid,118-92-3,2 Aminobenzoic Acid,118-92-3,23313,HaMco,Pakistan,,,,,https://www.chemnet.com/PakistanSuppliers/23313/2-Aminobenzoic-Acid--738710.html,2026-04-24T17:20:25+00:00
620,Anthranilic acid,118-92-3,ANTHRANILIC ACID,118-92-3,24525,Aalay Overseas Corporation,India,,,,,https://www.chemnet.com/IndiaSuppliers/24525/ANTHRANILIC-ACID--782139.html,2026-04-24T17:20:25+00:00
621,Anthranilic acid,118-92-3,ANTHRANILIC ACID,118-92-3,24778,HIMNEEL OVERSEAS PVT. LTD.,India,,,,,https://www.chemnet.com/IndiaSuppliers/24778/ANTHRANILIC-ACID--786423.html,2026-04-24T17:20:25+00:00
622,Anthranilic acid,118-92-3,Anthranilic Acid,118-92-3,25359,FRANCE INDUSTRIE s.a.,France,,,,,https://www.chemnet.com/FranceSuppliers/25359/Anthranilic-Acid--798795.html,2026-04-24T17:20:25+00:00
623,Anthranilic acid,118-92-3,Anthranilic Acid,118-92-3,25362,Exochem Ltd (uk),United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/25362/Anthranilic-Acid--798888.html,2026-04-24T17:20:25+00:00
624,Anthranilic acid,118-92-3,Anthranilic Acid,118-92-3,29082,Sharda Worldwide Exports Pvt. Ltd.,India,,,,,https://www.chemnet.com/IndiaSuppliers/29082/Anthranilic-Acid--887636.html,2026-04-24T17:20:25+00:00
625,Anthranilic acid,118-92-3,Anthranilic Acid,118-92-3,29368,"Bexim's International, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/29368/Anthranilic-Acid--894097.html,2026-04-24T17:20:25+00:00
626,Anthranilic acid,118-92-3,ANTHRANILIC ACID,118-92-3,29414,MIL-SPEC INDUSTRIES,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/29414/ANTHRANILIC-ACID--895543.html,2026-04-24T17:20:27+00:00
627,Anthranilic acid,118-92-3,ANTHRANILIC ACID,118-92-3,29461,Mil-Spec,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/29461/ANTHRANILIC-ACID--896419.html,2026-04-24T17:20:27+00:00
628,Anthranilic acid,118-92-3,Anthranilic Acid,118-92-3,29914,"Aakash Chemicals & Dye-Stuffs, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/29914/Anthranilic-Acid--911251.html,2026-04-24T17:20:27+00:00
629,Anthranilic acid,118-92-3,anthranilic acid,118-92-3,30264,Brychem Business Consulting,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/30264/anthranilic-acid--920901.html,2026-04-24T17:20:27+00:00
630,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,38014,ShanXi XinGuangYuan Chemical Co.Ltd,China,,,,,https://www.chemnet.com/ChinaSuppliers/38014/Anthranilic-acid--1668716.html,2026-04-24T17:20:27+00:00
631,Anthranilic acid,118-92-3,Titanium Dioxide,,38014,ShanXi XinGuangYuan Chemical Co.Ltd,China,,,,,https://www.chemnet.com/ChinaSuppliers/38014/Titanium-Dioxide--1615627.html,2026-04-24T17:20:27+00:00
632,Anthranilic acid,118-92-3,Formic acid,,38014,ShanXi XinGuangYuan Chemical Co.Ltd,China,,,,,https://www.chemnet.com/ChinaSuppliers/38014/Formic-acid--1615676.html,2026-04-24T17:20:27+00:00
633,Anthranilic acid,118-92-3,Acetic acid,,38014,ShanXi XinGuangYuan Chemical Co.Ltd,China,,,,,https://www.chemnet.com/ChinaSuppliers/38014/Acetic-acid--1615673.html,2026-04-24T17:20:27+00:00
634,Anthranilic acid,118-92-3,Sodium Tripolyphos...,,38014,ShanXi XinGuangYuan Chemical Co.Ltd,China,,,,,https://www.chemnet.com/ChinaSuppliers/38014/Sodium-Tripolyphosphate--1615632.html,2026-04-24T17:20:27+00:00
635,Anthranilic acid,118-92-3,Chrome green,,38014,ShanXi XinGuangYuan Chemical Co.Ltd,China,,,,,https://www.chemnet.com/ChinaSuppliers/38014/Chrome-green--1615639.html,2026-04-24T17:20:27+00:00
636,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,38734,Ambernath Organics Pvt Ltd,India,,,,,https://www.chemnet.com/IndiaSuppliers/38734/Anthranilic-acid--1722017.html,2026-04-24T17:20:27+00:00
637,Anthranilic acid,118-92-3,Menthyl anthranila...,,38734,Ambernath Organics Pvt Ltd,India,,,,,https://www.chemnet.com/IndiaSuppliers/38734/Menthyl-anthranilate--1722011.html,2026-04-24T17:20:27+00:00
638,Anthranilic acid,118-92-3,Ethyl anthranilate,,38734,Ambernath Organics Pvt Ltd,India,,,,,https://www.chemnet.com/IndiaSuppliers/38734/Ethyl-anthranilate--1722012.html,2026-04-24T17:20:27+00:00
639,Anthranilic acid,118-92-3,N-Methylanthranili...,,38734,Ambernath Organics Pvt Ltd,India,,,,,https://www.chemnet.com/IndiaSuppliers/38734/N-Methylanthranilic-acid--1722013.html,2026-04-24T17:20:27+00:00
640,Anthranilic acid,118-92-3,Anthranilamide,,38734,Ambernath Organics Pvt Ltd,India,,,,,https://www.chemnet.com/IndiaSuppliers/38734/Anthranilamide--1722014.html,2026-04-24T17:20:27+00:00
641,Anthranilic acid,118-92-3,"Benzoic acid, 2-am...",,38734,Ambernath Organics Pvt Ltd,India,,,,,"https://www.chemnet.com/IndiaSuppliers/38734/Benzoic-acid,-2-amino-,butyl-ester--1722015.html",2026-04-24T17:20:27+00:00
642,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,39975,Bann Química Ltda.,Brazil,,,,,https://www.chemnet.com/BrazilSuppliers/39975/Anthranilic-acid--1731588.html,2026-04-24T17:20:27+00:00
643,Anthranilic acid,118-92-3,Hydrogen,,39975,Bann Química Ltda.,Brazil,,,,,https://www.chemnet.com/BrazilSuppliers/39975/Hydrogen--1731586.html,2026-04-24T17:20:27+00:00
644,Anthranilic acid,118-92-3,Sodium sulfite,,39975,Bann Química Ltda.,Brazil,,,,,https://www.chemnet.com/BrazilSuppliers/39975/Sodium-sulfite--1731587.html,2026-04-24T17:20:27+00:00
645,Anthranilic acid,118-92-3,Anthranilic acid,,39975,Bann Química Ltda.,Brazil,,,,,https://www.chemnet.com/BrazilSuppliers/39975/Anthranilic-acid--1731588.html,2026-04-24T17:20:27+00:00
646,Anthranilic acid,118-92-3,o-Toluidine,,39975,Bann Química Ltda.,Brazil,,,,,https://www.chemnet.com/BrazilSuppliers/39975/o-Toluidine--1731589.html,2026-04-24T17:20:27+00:00
647,Anthranilic acid,118-92-3,Dicyclohexylamine,,39975,Bann Química Ltda.,Brazil,,,,,https://www.chemnet.com/BrazilSuppliers/39975/Dicyclohexylamine--1731590.html,2026-04-24T17:20:27+00:00
648,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,42046,Educational Scientific Supplies Company,India,,,,,https://www.chemnet.com/IndiaSuppliers/42046/Anthranilic-acid--1747067.html,2026-04-24T17:20:27+00:00
649,Anthranilic acid,118-92-3,Anthranilonitrile,,42046,Educational Scientific Supplies Company,India,,,,,https://www.chemnet.com/IndiaSuppliers/42046/Anthranilonitrile--1747063.html,2026-04-24T17:20:27+00:00
650,Anthranilic acid,118-92-3,Bromoform,,42046,Educational Scientific Supplies Company,India,,,,,https://www.chemnet.com/IndiaSuppliers/42046/Bromoform--1747064.html,2026-04-24T17:20:27+00:00
651,Anthranilic acid,118-92-3,"N,N-Dimethylbenzyl...",,42046,Educational Scientific Supplies Company,India,,,,,"https://www.chemnet.com/IndiaSuppliers/42046/N,N-Dimethylbenzylamine--1747065.html",2026-04-24T17:20:27+00:00
652,Anthranilic acid,118-92-3,Ammonium acetate,,42046,Educational Scientific Supplies Company,India,,,,,https://www.chemnet.com/IndiaSuppliers/42046/Ammonium-acetate--1747066.html,2026-04-24T17:20:27+00:00
653,Anthranilic acid,118-92-3,Anthranilic acid,,42046,Educational Scientific Supplies Company,India,,,,,https://www.chemnet.com/IndiaSuppliers/42046/Anthranilic-acid--1747067.html,2026-04-24T17:20:27+00:00
654,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,42075,Everest Intermediates,India,,,,,https://www.chemnet.com/IndiaSuppliers/42075/Anthranilic-acid--1747306.html,2026-04-24T17:20:27+00:00
655,Anthranilic acid,118-92-3,O-Phthalimide,,42075,Everest Intermediates,India,,,,,https://www.chemnet.com/IndiaSuppliers/42075/O-Phthalimide--1747299.html,2026-04-24T17:20:27+00:00
656,Anthranilic acid,118-92-3,Bis(4-amino-3-carb...,,42075,Everest Intermediates,India,,,,,https://www.chemnet.com/IndiaSuppliers/42075/Bis(4-amino-3-carboxyphenyl)methane--1747300.html,2026-04-24T17:20:27+00:00
657,Anthranilic acid,118-92-3,"1,3-Naphthalenedis...",,42075,Everest Intermediates,India,,,,,"https://www.chemnet.com/IndiaSuppliers/42075/1,3-Naphthalenedisulfonicacid,-6-amino-,-sodium-salt-(1:2)--1747301.html",2026-04-24T17:20:27+00:00
658,Anthranilic acid,118-92-3,Disodium 2-naphtho...,,42075,Everest Intermediates,India,,,,,"https://www.chemnet.com/IndiaSuppliers/42075/Disodium-2-naphthol-3,6-disulfonate--1747302.html",2026-04-24T17:20:27+00:00
659,Anthranilic acid,118-92-3,"7-Amino-1,3-naphth...",,42075,Everest Intermediates,India,,,,,"https://www.chemnet.com/IndiaSuppliers/42075/7-Amino-1,3-naphthalenedisulfonic-acid--1747303.html",2026-04-24T17:20:27+00:00
660,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,42994,HIMNEEL OVERSEAS PVT. LTD,India,,,,,https://www.chemnet.com/IndiaSuppliers/42994/Anthranilic-acid--1753995.html,2026-04-24T17:20:27+00:00
661,Anthranilic acid,118-92-3,Basic Yellow 2,,42994,HIMNEEL OVERSEAS PVT. LTD,India,,,,,https://www.chemnet.com/IndiaSuppliers/42994/Basic-Yellow-2--1753982.html,2026-04-24T17:20:27+00:00
662,Anthranilic acid,118-92-3,Rhodamine B,,42994,HIMNEEL OVERSEAS PVT. LTD,India,,,,,https://www.chemnet.com/IndiaSuppliers/42994/Rhodamine-B--1753983.html,2026-04-24T17:20:27+00:00
663,Anthranilic acid,118-92-3,Basic Blue 26,,42994,HIMNEEL OVERSEAS PVT. LTD,India,,,,,https://www.chemnet.com/IndiaSuppliers/42994/Basic-Blue-26--1753984.html,2026-04-24T17:20:27+00:00
664,Anthranilic acid,118-92-3,Basic Blue 9,,42994,HIMNEEL OVERSEAS PVT. LTD,India,,,,,https://www.chemnet.com/IndiaSuppliers/42994/Basic-Blue-9--1753985.html,2026-04-24T17:20:27+00:00
665,Anthranilic acid,118-92-3,Acid Green 16,,42994,HIMNEEL OVERSEAS PVT. LTD,India,,,,,https://www.chemnet.com/IndiaSuppliers/42994/Acid-Green-16--1753986.html,2026-04-24T17:20:27+00:00
666,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,43027,Hexone Interchem Pvt. Ltd,India,,,,,https://www.chemnet.com/IndiaSuppliers/43027/Anthranilic-acid--1754289.html,2026-04-24T17:20:29+00:00
667,Anthranilic acid,118-92-3,Anthranilic acid,,43027,Hexone Interchem Pvt. Ltd,India,,,,,https://www.chemnet.com/IndiaSuppliers/43027/Anthranilic-acid--1754289.html,2026-04-24T17:20:29+00:00
668,Anthranilic acid,118-92-3,3-Nitroaniline,,43027,Hexone Interchem Pvt. Ltd,India,,,,,https://www.chemnet.com/IndiaSuppliers/43027/3-Nitroaniline--1754290.html,2026-04-24T17:20:29+00:00
669,Anthranilic acid,118-92-3,"2,2'-[(4-Methylphe...",,43027,Hexone Interchem Pvt. Ltd,India,,,,,"https://www.chemnet.com/IndiaSuppliers/43027/2,2-[(4-Methylphenyl)imino]bisethanol--1754291.html",2026-04-24T17:20:29+00:00
670,Anthranilic acid,118-92-3,"3,3'-((3-Methylphe...",,43027,Hexone Interchem Pvt. Ltd,India,,,,,"https://www.chemnet.com/IndiaSuppliers/43027/3,3-((3-Methylphenyl)imino)bispropanenitrile--1754292.html",2026-04-24T17:20:29+00:00
671,Anthranilic acid,118-92-3,"N,N-Bis(cyanoethyl...",,43027,Hexone Interchem Pvt. Ltd,India,,,,,"https://www.chemnet.com/IndiaSuppliers/43027/N,N-Bis(cyanoethyl)aniline--1754293.html",2026-04-24T17:20:29+00:00
672,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,44093,KHUSHI DYE CHEM,India,,,,,https://www.chemnet.com/IndiaSuppliers/44093/Anthranilic-acid--1761814.html,2026-04-24T17:20:29+00:00
673,Anthranilic acid,118-92-3,"1,4-Diamino-2-nitr...",,44093,KHUSHI DYE CHEM,India,,,,,"https://www.chemnet.com/IndiaSuppliers/44093/1,4-Diamino-2-nitrobenzene--1761809.html",2026-04-24T17:20:29+00:00
674,Anthranilic acid,118-92-3,p-Phenylenediamine,,44093,KHUSHI DYE CHEM,India,,,,,https://www.chemnet.com/IndiaSuppliers/44093/p-Phenylenediamine--1761810.html,2026-04-24T17:20:29+00:00
675,Anthranilic acid,118-92-3,(3-Aminophenyl)-ur...,,44093,KHUSHI DYE CHEM,India,,,,,https://www.chemnet.com/IndiaSuppliers/44093/(3-Aminophenyl)-urea-monohydrochloride--1761811.html,2026-04-24T17:20:29+00:00
676,Anthranilic acid,118-92-3,"4-Nitro-1,3-phenyl...",,44093,KHUSHI DYE CHEM,India,,,,,"https://www.chemnet.com/IndiaSuppliers/44093/4-Nitro-1,3-phenylenediamine--1761812.html",2026-04-24T17:20:29+00:00
677,Anthranilic acid,118-92-3,Phthalamide,,44093,KHUSHI DYE CHEM,India,,,,,https://www.chemnet.com/IndiaSuppliers/44093/Phthalamide--1761813.html,2026-04-24T17:20:29+00:00
678,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,46824,"PMC Specialties Group, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/46824/Anthranilic-acid--1782062.html,2026-04-24T17:20:29+00:00
679,Anthranilic acid,118-92-3,Methyl 2-(methylam...,,46824,"PMC Specialties Group, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/46824/Methyl-2-(methylamino)benzoate--1782051.html,2026-04-24T17:20:29+00:00
680,Anthranilic acid,118-92-3,N-Methylisatoic an...,,46824,"PMC Specialties Group, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/46824/N-Methylisatoic-anhydride--1782052.html,2026-04-24T17:20:29+00:00
681,Anthranilic acid,118-92-3,Tolyltriazole,,46824,"PMC Specialties Group, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/46824/Tolyltriazole--1782053.html,2026-04-24T17:20:29+00:00
682,Anthranilic acid,118-92-3,Anthranilamide,,46824,"PMC Specialties Group, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/46824/Anthranilamide--1782054.html,2026-04-24T17:20:29+00:00
683,Anthranilic acid,118-92-3,1H-Benzotriazole,,46824,"PMC Specialties Group, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/46824/1H-Benzotriazole--1782055.html,2026-04-24T17:20:29+00:00
684,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,51025,Loba Chemie Pvt. Ltd. (India),India,,,,,https://www.chemnet.com/IndiaSuppliers/51025/Anthranilic-acid--1842726.html,2026-04-24T17:20:29+00:00
685,Anthranilic acid,118-92-3,Guanidine hydrochl...,,51025,Loba Chemie Pvt. Ltd. (India),India,,,,,https://www.chemnet.com/IndiaSuppliers/51025/Guanidine-hydrochloride--1835273.html,2026-04-24T17:20:29+00:00
686,Anthranilic acid,118-92-3,"[2-[(8S,9S,10R,11S...",,51025,Loba Chemie Pvt. Ltd. (India),India,,,,,"https://www.chemnet.com/IndiaSuppliers/51025/[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl]-acetate--1835364.html",2026-04-24T17:20:29+00:00
687,Anthranilic acid,118-92-3,Hydrocortisone,,51025,Loba Chemie Pvt. Ltd. (India),India,,,,,https://www.chemnet.com/IndiaSuppliers/51025/Hydrocortisone--1835512.html,2026-04-24T17:20:29+00:00
688,Anthranilic acid,118-92-3,Reserpine,,51025,Loba Chemie Pvt. Ltd. (India),India,,,,,https://www.chemnet.com/IndiaSuppliers/51025/Reserpine--1836047.html,2026-04-24T17:20:29+00:00
689,Anthranilic acid,118-92-3,D(-)-Ribose,,51025,Loba Chemie Pvt. Ltd. (India),India,,,,,https://www.chemnet.com/IndiaSuppliers/51025/D(-)-Ribose--1836281.html,2026-04-24T17:20:29+00:00
690,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,51060,"Wilshire Chemical Company, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51060/Anthranilic-acid--1842727.html,2026-04-24T17:20:29+00:00
691,Anthranilic acid,118-92-3,4'-Methoxyacetanil...,,51060,"Wilshire Chemical Company, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51060/4-Methoxyacetanilide--1837603.html,2026-04-24T17:20:29+00:00
692,Anthranilic acid,118-92-3,"3',5'-Dihydroxyace...",,51060,"Wilshire Chemical Company, Inc.",United States,,,,,"https://www.chemnet.com/United-StatesSuppliers/51060/3,5-Dihydroxyacetophenone--1837922.html",2026-04-24T17:20:29+00:00
693,Anthranilic acid,118-92-3,"2,3,4,5-Di-o-isopr...",,51060,"Wilshire Chemical Company, Inc.",United States,,,,,"https://www.chemnet.com/United-StatesSuppliers/51060/2,3,4,5-Di-o-isopropylidene-beta-D-fructopyranose--1838422.html",2026-04-24T17:20:29+00:00
694,Anthranilic acid,118-92-3,2-Acetylpyridine,,51060,"Wilshire Chemical Company, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51060/2-Acetylpyridine--1839804.html,2026-04-24T17:20:29+00:00
695,Anthranilic acid,118-92-3,3-Acetylpyridine,,51060,"Wilshire Chemical Company, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51060/3-Acetylpyridine--1839852.html,2026-04-24T17:20:29+00:00
696,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,51145,Cardiff Chemicals Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/51145/Anthranilic-acid--1842732.html,2026-04-24T17:20:29+00:00
697,Anthranilic acid,118-92-3,Dexamethasone,,51145,Cardiff Chemicals Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/51145/Dexamethasone--1835323.html,2026-04-24T17:20:29+00:00
698,Anthranilic acid,118-92-3,"(8S,9S,10R,11S,13S...",,51145,Cardiff Chemicals Limited,United Kingdom,,,,,"https://www.chemnet.com/United-KingdomSuppliers/51145/(8S,9S,10R,11S,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one--1835486.html",2026-04-24T17:20:29+00:00
699,Anthranilic acid,118-92-3,"(8S,9S,10R,11S,13S...",,51145,Cardiff Chemicals Limited,United Kingdom,,,,,"https://www.chemnet.com/United-KingdomSuppliers/51145/(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one--1835561.html",2026-04-24T17:20:29+00:00
700,Anthranilic acid,118-92-3,Chloroquine phosph...,,51145,Cardiff Chemicals Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/51145/Chloroquine-phosphate--1836174.html,2026-04-24T17:20:29+00:00
701,Anthranilic acid,118-92-3,D(-)-Ribose,,51145,Cardiff Chemicals Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/51145/D(-)-Ribose--1836290.html,2026-04-24T17:20:29+00:00
702,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,51150,Aisba,India,,,,,https://www.chemnet.com/IndiaSuppliers/51150/Anthranilic-acid--1842729.html,2026-04-24T17:20:29+00:00
703,Anthranilic acid,118-92-3,Anthranilic acid,,51150,Aisba,India,,,,,https://www.chemnet.com/IndiaSuppliers/51150/Anthranilic-acid--1842729.html,2026-04-24T17:20:29+00:00
704,Anthranilic acid,118-92-3,3-Chloroaniline,,51150,Aisba,India,,,,,https://www.chemnet.com/IndiaSuppliers/51150/3-Chloroaniline--1844982.html,2026-04-24T17:20:29+00:00
705,Anthranilic acid,118-92-3,Sodium cyanate,,51150,Aisba,India,,,,,https://www.chemnet.com/IndiaSuppliers/51150/Sodium-cyanate--1855442.html,2026-04-24T17:20:29+00:00
706,Anthranilic acid,118-92-3,.alpha.-Amyl-.beta...,,51150,Aisba,India,,,,,https://www.chemnet.com/IndiaSuppliers/51150/alpha-Amyl-beta-phenylacrolein--1860074.html,2026-04-24T17:20:29+00:00
707,Anthranilic acid,118-92-3,Benzenesulfonic ac...,,51150,Aisba,India,,,,,"https://www.chemnet.com/IndiaSuppliers/51150/Benzenesulfonic-acid,-2-amino-5-nitro-,-monosodium-salt--1869331.html",2026-04-24T17:20:29+00:00
708,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,51184,sales@tygersci.com,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51184/Anthranilic-acid--1842733.html,2026-04-24T17:20:29+00:00
709,Anthranilic acid,118-92-3,2-Acetamidoacrylic...,,51184,sales@tygersci.com,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51184/2-Acetamidoacrylic-acid--1839151.html,2026-04-24T17:20:29+00:00
710,Anthranilic acid,118-92-3,Acetovanillone,,51184,sales@tygersci.com,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51184/Acetovanillone--1839472.html,2026-04-24T17:20:29+00:00
711,Anthranilic acid,118-92-3,Allylcyclohexylami...,,51184,sales@tygersci.com,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51184/Allylcyclohexylamine--1840213.html,2026-04-24T17:20:29+00:00
712,Anthranilic acid,118-92-3,Allyl phenyl ether,,51184,sales@tygersci.com,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51184/Allyl-phenyl-ether--1840240.html,2026-04-24T17:20:29+00:00
713,Anthranilic acid,118-92-3,2-Amino-5-chloropy...,,51184,sales@tygersci.com,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51184/2-Amino-5-chloropyridine--1840763.html,2026-04-24T17:20:29+00:00
714,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,51346,Nsignia LLC,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51346/Anthranilic-acid--1842731.html,2026-04-24T17:20:29+00:00
715,Anthranilic acid,118-92-3,2-Amino-5-chlorobe...,,51346,Nsignia LLC,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51346/2-Amino-5-chlorobenzoic-acid--1840595.html,2026-04-24T17:20:29+00:00
716,Anthranilic acid,118-92-3,Anthranilamide,,51346,Nsignia LLC,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51346/Anthranilamide--1842714.html,2026-04-24T17:20:29+00:00
717,Anthranilic acid,118-92-3,Anthranilic acid,,51346,Nsignia LLC,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51346/Anthranilic-acid--1842731.html,2026-04-24T17:20:29+00:00
718,Anthranilic acid,118-92-3,Isatoic anhydride,,51346,Nsignia LLC,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51346/Isatoic-anhydride--1849158.html,2026-04-24T17:20:29+00:00
719,Anthranilic acid,118-92-3,Methyl anthranilat...,,51346,Nsignia LLC,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51346/Methyl-anthranilate--1849937.html,2026-04-24T17:20:29+00:00
720,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,51606,Jai Radhe Sales,India,,,,,https://www.chemnet.com/IndiaSuppliers/51606/Anthranilic-acid--1842725.html,2026-04-24T17:20:29+00:00
721,Anthranilic acid,118-92-3,Dexamethasone,,51606,Jai Radhe Sales,India,,,,,https://www.chemnet.com/IndiaSuppliers/51606/Dexamethasone--1835315.html,2026-04-24T17:20:29+00:00
722,Anthranilic acid,118-92-3,"[2-[(8S,9S,10R,11S...",,51606,Jai Radhe Sales,India,,,,,"https://www.chemnet.com/IndiaSuppliers/51606/[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl]-acetate--1835362.html",2026-04-24T17:20:29+00:00
723,Anthranilic acid,118-92-3,"2H-1,3,2-Oxazaphos...",,51606,Jai Radhe Sales,India,,,,,"https://www.chemnet.com/IndiaSuppliers/51606/2H-1,3,2-Oxazaphosphorin-2-amine,-N,N-bis(2-chloroethyl)tetrahydro-,-2-oxide--1835469.html",2026-04-24T17:20:29+00:00
724,Anthranilic acid,118-92-3,"(8S,9S,10R,11S,13S...",,51606,Jai Radhe Sales,India,,,,,"https://www.chemnet.com/IndiaSuppliers/51606/(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one--1835556.html",2026-04-24T17:20:29+00:00
725,Anthranilic acid,118-92-3,Phenylbutazone,,51606,Jai Radhe Sales,India,,,,,https://www.chemnet.com/IndiaSuppliers/51606/Phenylbutazone--1835756.html,2026-04-24T17:20:29+00:00
726,Anthranilic acid,118-92-3,Anthranilic acid,118-92-3,51661,HBC Chem. Inc.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51661/Anthranilic-acid--1842723.html,2026-04-24T17:20:31+00:00
727,Anthranilic acid,118-92-3,Mitomycin C,,51661,HBC Chem. Inc.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51661/Mitomycin-C--1835401.html,2026-04-24T17:20:31+00:00
728,Anthranilic acid,118-92-3,Hydrocortisone,,51661,HBC Chem. Inc.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/51661/Hydrocortisone--1835504.html,2026-04-24T17:20:31+00:00
