substance_name,synonyms,convention_schedule,cas_number,notes,source_url,raw_text,fetched_at
113-45-1,113-45-1 METHYLPHENIDATE methyl α-phenyl-2-piperidine acetate,Schedule II (1971),113-45-1,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PM 007 113-45-1 METHYLPHENIDATE methyl α-phenyl-2-piperidine acetate,2026-04-24T17:19:40.499545+00:00
7632-10-2,"7632-10-2 METAMFETAMINE methamphetamine (±)-N,α-dimethylphenethylamine",Schedule II (1971),7632-10-2,RACEMATE racemate,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 015 7632-10-2 METAMFETAMINE methamphetamine (±)-N,α-dimethylphenethylamine
RACEMATE racemate",2026-04-24T17:19:40.499545+00:00
687603-66-3,"687603-66-3 MDPV, 3,4- (RS)-1-(Benzo[d][1,3]dioxol-5-yl)-2-",Schedule II (1971),687603-66-3,methylenedioxypyrovale (pyrrolidin-1-yl)pentan-1-one rone,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 021 687603-66-3 MDPV, 3,4- (RS)-1-(Benzo[d][1,3]dioxol-5-yl)-2-
methylenedioxypyrovale (pyrrolidin-1-yl)pentan-1-one
rone",2026-04-24T17:19:40.499545+00:00
1189805-46-6,"1189805-46-6 mephedrone, 4- (RS)-2-methylamino-1-(4-methylphenyl)propan-",Schedule II (1971),1189805-46-6,methylmethcathinone 1-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 022 1189805-46-6 mephedrone, 4- (RS)-2-methylamino-1-(4-methylphenyl)propan-
methylmethcathinone 1-one",2026-04-24T17:19:40.499545+00:00
186028-79-5,"186028-79-5 methylone, beta-keto- (RS)-2-methylamino-1-(3,4-",Schedule II (1971),186028-79-5,MDMA methylenedioxyphenyl)propan-1-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 023 186028-79-5 methylone, beta-keto- (RS)-2-methylamino-1-(3,4-
MDMA methylenedioxyphenyl)propan-1-one",2026-04-24T17:19:40.499545+00:00
1239943-76-0,"1239943-76-0 methoxetamine, (RS)-2-(3-methoxyphenyl)-2-(ethylamino)-",Schedule II (1971),1239943-76-0,MXE cyclohexanone,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 024 1239943-76-0 methoxetamine, (RS)-2-(3-methoxyphenyl)-2-(ethylamino)-
MXE cyclohexanone",2026-04-24T17:19:40.499545+00:00
1863065-84-2,1863065-84-2 MDMB-CHMICA methyl 2-[[1-(cyclohexylmethyl)indole-3-,Schedule II (1971),1863065-84-2,"carbonyl]amino]-3,3dimethylbutanoate",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 025 1863065-84-2 MDMB-CHMICA methyl 2-[[1-(cyclohexylmethyl)indole-3-
carbonyl]amino]-3,3dimethylbutanoate",2026-04-24T17:19:40.499545+00:00
801156-47-8,"801156-47-8 methiopropamine, 1-(thiophen-2-yl)-2-methylaminopropane",Schedule II (1971),801156-47-8,MPA,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 026 801156-47-8 methiopropamine, 1-(thiophen-2-yl)-2-methylaminopropane
MPA",2026-04-24T17:19:40.499545+00:00
1225617-18-4,1225617-18-4 4-methylethcathi 2-(Ethylamino)-1-(4-methylphenyl)propan-1-one,Schedule II (1971),1225617-18-4,"none, 4-MEC",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 027 1225617-18-4 4-methylethcathi 2-(Ethylamino)-1-(4-methylphenyl)propan-1-one
none, 4-MEC",2026-04-24T17:19:40.499545+00:00
1971007-88-1,1971007-88-1 5F-MDMB-PICA Methyl(S)-2-(1-(5-fluoropentyl)-1H-indole-3-,Schedule II (1971),1971007-88-1,"carboxamido)-3,3-dimethylbutanoate",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 028 1971007-88-1 5F-MDMB-PICA Methyl(S)-2-(1-(5-fluoropentyl)-1H-indole-3-
carboxamido)-3,3-dimethylbutanoate",2026-04-24T17:19:40.499545+00:00
2390036-46-9,2390036-46-9 4F-MDMB-BINACA Methyl(S)-2-(1-(4-fluorobutyl)-1H-indazole-3-,Schedule II (1971),2390036-46-9,"carboxamido)-3,3-dimethylbutanoate",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 029 2390036-46-9 4F-MDMB-BINACA Methyl(S)-2-(1-(4-fluorobutyl)-1H-indazole-3-
carboxamido)-3,3-dimethylbutanoate",2026-04-24T17:19:40.499545+00:00
2504100-70-1,"2504100-70-1 MDMB-4en-PINACA Methyl 3,3-dimethyl-2-(1- (pent-4-en-1-yl)-1H-",Schedule II (1971),2504100-70-1,indazole-3- carboxamido)butanoate,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 030 2504100-70-1 MDMB-4en-PINACA Methyl 3,3-dimethyl-2-(1- (pent-4-en-1-yl)-1H-
indazole-3- carboxamido)butanoate",2026-04-24T17:19:40.499545+00:00
72242-03-06,72242-03-06 3-Methoxy 1-(1-(3-Methoxyphenyl)cyclohexyl)piperidine,Schedule II (1971),,phencyclidine,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 031 72242-03-06 3-Methoxy 1-(1-(3-Methoxyphenyl)cyclohexyl)piperidine
phencyclidine",2026-04-24T17:19:40.499545+00:00
1246816-62-5,"1246816-62-5 3-MMC 3-Methylmethcathinone,",Schedule II (1971),1246816-62-5,1-(3-Methylphenyl)-2-(methylamino)propane-1-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 032 1246816-62-5 3-MMC 3-Methylmethcathinone,
1-(3-Methylphenyl)-2-(methylamino)propane-1-one",2026-04-24T17:19:40.499545+00:00
2759-28-6,2759-28-6 N-benzyl 1-benzylpiperazine,Schedule II (1971),2759-28-6,"piperazine, benzylpiperazine, BZP",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PN 009 2759-28-6 N-benzyl 1-benzylpiperazine
piperazine,
benzylpiperazine, BZP",2026-04-24T17:19:40.499545+00:00
952016-47-6,"952016-47-6 N-ethyl 1-(2H-1,3-benzodioxol-5-yl)-2-",Schedule II (1971),952016-47-6,norpentylone (ethylamino)pentan-1-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PN 010 952016-47-6 N-ethyl 1-(2H-1,3-benzodioxol-5-yl)-2-
norpentylone (ethylamino)pentan-1-one",2026-04-24T17:19:40.499545+00:00
802857-66-5,802857-66-5 N-ethylhexedrone 2-(Ethylamino)-1-phenyl-1-hexanone,Schedule II (1971),802857-66-5,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PN 011 802857-66-5 N-ethylhexedrone 2-(Ethylamino)-1-phenyl-1-hexanone,2026-04-24T17:19:40.499545+00:00
77-10-1,77-10-1 PHENCYCLIDINE PCP 1-(1-phenylcyclohexyl)piperidine,Schedule II (1971),77-10-1,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PP 005 77-10-1 PHENCYCLIDINE PCP 1-(1-phenylcyclohexyl)piperidine,2026-04-24T17:19:40.499545+00:00
134-49-6,134-49-6 PHENMETRAZINE 3-methyl-2-phenylmorpholine,Schedule II (1971),134-49-6,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PP 006 134-49-6 PHENMETRAZINE 3-methyl-2-phenylmorpholine,2026-04-24T17:19:40.499545+00:00
