id,source_site,query_cas,query_chemical,product_name,product_cas,product_url,supplier_name,supplier_country,supplier_city,price,moq,purity,raw_snippet,fetched_at
50,indiamart,90-82-4,pseudoephedrine,Ephedirne HCL,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/14054022/ephedirne-hcl.html#ephedirne-hcl,Call Pharm Product,India,New Delhi,,,,"Ephedirne HCL 100% Discreet delivery , we supply the best and Quality Ephedirne HCL save to all addresses get to us Now for more information on order Call Pharm Product Retailer Bhagawan, Mahavir Marg, Sector-24, Rohini Sector- 24, Rohini, New Delhi - 110085 , Delhi www.indiamart.com/company/14054022 Send Enquiry 9875477474 New Delhi",2026-04-24T17:28:45.676219+00:00
51,indiamart,90-82-4,pseudoephedrine,Pseudoephedrine HCl Tablet,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/ransomwilliam-ukdrug-stores/,"American Drug Stores, Inc.",India,Maheshtala,,,,"Pseudoephedrine HCl Tablet Please send details, quotation for ' Pseudoephedrine HCl Tablet ' American Drug Stores, Inc. No. 19, APMCE Market, Vashi , Maheshtala , West Bengal www.indiamart.com/ransomwilliam-ukdrug-stores Send Enquiry 9145769807 Maheshtala",2026-04-24T17:28:45.676222+00:00
52,indiamart,90-82-4,pseudoephedrine,Pseudoephedrine,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/arvid-pharma-limited/pharma-drugs.html#pseudoephedrine,Arvid Pharma Limited,India,Mumbai,,,,"Pseudoephedrine Pseudoephedrine is a decongestant that shrinks blood vessels in the nasal passages. Dilated blood vessels can cause nasal congestion (stuffy nose). Arvid Pharma Limited Manufacturer Arvid House, Road Number 5, Shah Arcade, No. 1, Rani Sati Marg, Malad , Mumbai - 400097 , Maharashtra www.indiamart.com/arvid-pharma-limited Send Enquiry 9383837733 Mumbai",2026-04-24T17:28:45.676226+00:00
53,indiamart,90-82-4,pseudoephedrine,Ephedrine Hydrochloride,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/gods-healthcare-pharmacy/,God's Healthcare Pharmacy,India,Delhi,,,,"Ephedrine Hydrochloride CAS:50-98-6Molecular Formula:C10H16ClNOFormula Weight:201.69 Ephedrine hydrochloride(ephedrine hcl) as a white needle crystal or crystalline powder, ephedrine hydrochloride. Can be used to bronchial asthma, whooping cough, hay fever and other allergic diseases, but also against the spinal anesthesia caused by reduced blood pressure, dilate the pupils, is also used for other",2026-04-24T17:28:45.676228+00:00
54,indiamart,90-82-4,pseudoephedrine,Ephedrine,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/alpha-medical-group/powder-and-crystals.html#ephedrine,Alpha Medical Group,India,Mumbai,,,,"Ephedrine We are ready to sell minimum quantities and large orders too. Contact for delivery procedures. more... Alpha Medical Group Bandra Talao, SV Road Bandra West, Mumbai - 400050 , Maharashtra www.indiamart.com/alpha-medical-group Send Enquiry 8567576890 Mumbai",2026-04-24T17:28:45.676231+00:00
55,indiamart,90-82-4,pseudoephedrine,Pseudoephedrine Crystal Powder,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/13241824/research-chemicals.html#pseudoephedrine-crystal-powder,Celestial Labs Limited,India,Hyderabad,,,,"Pseudoephedrine Crystal Powder product name:pseudoephedrine crystal powderpurity:above 99.5%Appearance:White or light yellow small crystalpacking:according to customers' requirementsPharmaceutical IntermediatesWidely used in medicine, research, etc Can begin with small sample, any quantity is OKCan send out at the same time and send you the tracking numberFor the payment, you can use Western union",2026-04-24T17:28:45.676234+00:00
56,indiamart,90-82-4,pseudoephedrine,Ephedrine HCL,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/14284062/,Trust Pharmacy Limited,India,Delhi,,,,"Ephedrine HCL Our company is serving our clients with one of the most reliable qualities of drugs since past several years. We always keep consistency in the quality of our drugs which in turn keeps the name of our company high among the leading companies in this line We are engaged in offering excellent range of... more... Trust Pharmacy Limited Exporter Chandni Chowk, Near Town Hall , Delhi , De",2026-04-24T17:28:45.676238+00:00
57,indiamart,90-82-4,pseudoephedrine,Mescaline Powder,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/15950298/mescaline-powder.html#mescaline-powder,Astra Zeneca,India,Mumbai,,,,"Mescaline Powder Mescaline is a psychedelic or hallucinogenic drug whose use leads to altered perceptions. It comes from button-shaped ‘seeds’ found in the Peyote cactus and also from some other members of the Cactaceae plant family and from Fabaceae bean family. more... Astra Zeneca Manufacturer No. 462, Senapati Bapat Marg, Lower Parel , Mumbai - 400013 , Maharashtra www.indiamart.com/company/15",2026-04-24T17:28:45.676241+00:00
58,indiamart,90-82-4,pseudoephedrine,Pseudoephedrine HCl Tablet,90-82-4,https://web.archive.org/web/20150709132339/http://www.indiamart.com/neuland-pharmaceuticals/pain-killers.html#pseudoephedrine-hcl-tablet,Neuland Pharmaceuticals & Manufacturing Limited,India,Mumbai,,,,"Pseudoephedrine HCl Tablet Pseudoephedrine is used to relieve nasal congestion caused by colds, allergies, and hay fever. It is also used to temporarily relieve sinus congestion and pressure. Pseudoephedrine is in a class of medications called nasal decongestants. It works by causing narrowing of the blood vessels in the nasal passages. Pseudoephedrine comes as a regular tablet, a 12-hour extended",2026-04-24T17:28:45.676246+00:00
59,indiamart,103-79-7,P-2-P phenylacetone,Phenylacetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.trivenichemicals.com/ketone-stubs.html#phenylacetone,Triveni Interchem Pvt Ltd.,India,Vapi,,,,"Manufacturer Phenylacetone This substance is used in the manufacture of amphetamine as a more... Triveni Interchem Pvt Ltd. G I D C, Vapi No. 134, Pancharatna Char Rasta, G. I. D. C., Vapi - 396195 , Gujarat +91-8376808198 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.754965+00:00
60,indiamart,103-79-7,P-2-P phenylacetone,Phenyl Acetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.mehk.co.in/phenyl-acetone.html#phenyl-acetone,Mehk Chemicals Private Limited,India,Navi Mumbai,,,,"Manufacturer Phenyl Acetone Excellence is our forte and manufacturing along with supplying of more... Mehk Chemicals Private Limited Pawane, Navi Mumbai W-6, T. T. C. Industrial Area, Pawane, Navi Mumbai - 400705 , Maharashtra +91-8588806720 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756140+00:00
61,indiamart,103-79-7,P-2-P phenylacetone,Phenyl Acetone Powder(4-Methoxy ),103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/angelslab/research-chemicals.html#phenyl-acetone-powder-4-methoxy,Angels Lab Limited,India,Lonavale,,,,"Exporter Phenyl Acetone Powder(4-Methoxy ) Highly effective Accurate composition Longer shelf life more... Angels Lab Limited Lonavale No. 26, D. M. G. Road, Lonavale - 410401 , Maharashtra +91-9619775284 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756179+00:00
62,indiamart,103-79-7,P-2-P phenylacetone,Phenyl Ketone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/high-grade-industries/photo-initiators.html#phenyl-ketone,Night Lyf Entertainment,India,Noida,,,,"Phenyl Ketone We are involved in delivering a qualitative range of phenylacetone more... Night Lyf Entertainment Noida C-22, Cdr Commerical Plaza, , Near Nirulas Hotel, Noida - 201301 , Uttar Pradesh +91-8045137904 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756211+00:00
63,indiamart,103-79-7,P-2-P phenylacetone,Methoxy Phenyl Acetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/vihita-biochem/,Vihita Bio Chem Private Limited,India,Ankleshwar,,,,"Manufacturer Methoxy Phenyl Acetone Vihita Bio Chem Private Limited Industrial Estate, Ankleshwar No. 304 A, GIDC, Industrial Estate, Ankleshwar - 393002 , Gujarat +91-8048400305 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756215+00:00
64,indiamart,103-79-7,P-2-P phenylacetone,Phenylacetones,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/synth-services/,Synth Services,India,Vadodara,,,,"Manufacturer Phenylacetones (3, 4-dimethoxyphenyl)acetone 97% more... Synth Services Jarod Samlaya Road, Vadodara 52/A, Jarod Samlaya Road, Gardhiya P.O, Tal. Savli, Vadodara - 391 520 , Gujarat +91-9925850270 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756218+00:00
65,indiamart,103-79-7,P-2-P phenylacetone,Phenylacetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/organo-fine-chemicals/,Organo Fine Chemicals,India,Mumbai,,,,"Phenylacetone We are a fine chemical producer based at mumbai, having a more... Organo Fine Chemicals Anand Bhavan, Mumbai No. 221, Anand Bhavan, No. 17 Princess Street, Mumbai - 400002 , Maharashtra +91-22-22016968 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756276+00:00
66,indiamart,103-79-7,P-2-P phenylacetone,Phenyl Acetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/teno-trading/,Teno Trading,India,New Delhi,,,,"Manufacturer Phenyl Acetone Phenylacetone is an organic compound with the chemical formula more... Teno Trading New Delhi 2nd Floor, Corporate One, Baani Building, Plot No. 5, Commercial Centre, Jasola, New Delhi - 110025 , Delhi +91-8631273350 USD 500 Litre Approximate Price - USD 500 per Litre [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756280+00:00
67,indiamart,103-79-7,P-2-P phenylacetone,Phenylacetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/taj-pharmaceuticals-ltd/pharmaceutical-ingredients.html#phenylacetone,Taj Pharmaceuticals Limited,India,Mumbai,,,,"Manufacturer Phenylacetone Phenylacetone - CAS NO. : 122-84-9 Chemical name : more... Taj Pharmaceuticals Limited Mumbai B/134, Oshiwara Industrial Centre, Oshiwara Bus Depot, Link Road, Goregaon (West), Mumbai - 400104 , Maharashtra +91-9920714465 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756283+00:00
68,indiamart,103-79-7,P-2-P phenylacetone,Phenyl Acetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/ms-life-sciences/pharmaceutical-intermediates.html#phenyl-acetone,MS Life Sciences,India,Hyderabad,,,,"Phenyl Acetone MS Life Sciences Hyderabad D. No. 3-13-233, Rajeev Gandhi Nagar, LB Nagar, RR District, Hyderabad - 500074 , Telangana +91-8125987888 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756286+00:00
69,indiamart,103-79-7,P-2-P phenylacetone,Phenyl Acetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/poulvet/,Poulvet Dot Com,India,Hyderabad,,,,"No Image Available Phenyl Acetone PHENYL ACETONE more... Poulvet Dot Com Abids, Hyderabad F-5, Askar Arcade Apartments, Hotel Jaya International Lane Abids, Hyderabad - 500001 , Telangana +91-8042903824 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756289+00:00
70,indiamart,103-79-7,P-2-P phenylacetone,Phenylacetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/govind-chemical/,Govind Chemical Industries,India,Yavatmal,,,,"No Image Available Manufacturer Phenylacetone Phenyl Acetone more... Govind Chemical Industries Wadgaon, Yavatmal C/O Anil A Thakhare Bhaguoday Society, Ward No.6, Wadgaon,, Yavatmal , Maharashtra +91-723-2252405 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756321+00:00
71,indiamart,103-79-7,P-2-P phenylacetone,Product Name : MEHQ / Hqmme,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/shilpa-specialty-chemicals/,Shilpa International Specialties,India,Navi Mumbai,,,,"No Image Available Manufacturer Product Name : MEHQ / Hqmme Synonyms : : P- Methoxy Phenol , 4-Hydroxyanisole CAS Number : more... Shilpa International Specialties Navi Mumbai Office No. 47, Vindhya Commercial Complex, Next To UTI Building, Sector 11, CBD Belapur, Navi Mumbai - 400614 , Maharashtra +91-9819346500 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756325+00:00
72,indiamart,103-79-7,P-2-P phenylacetone,Phenylacetone,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/arcelor-chemicals/,Arcelor Chemicals Private Limited,India,Valsad,,,,"No Image Available Manufacturer Phenylacetone Arcelor Chemicals Private Limited Valsad Plot No.-1019, Vill.-Sarigam, G.I.D.C., Road No.10, Valsad - 396001 , Gujarat +91-9833365552 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756328+00:00
73,indiamart,103-79-7,P-2-P phenylacetone,3-METHOXY PHENYL ACETONITRILE,103-79-7,https://web.archive.org/web/20160201193133/http://www.indiamart.com/brom-chem-india/methoxy-group-chemicals.html#3-methoxy-phenyl-acetonitrile,S Amit Facility Chemical Private Limited,India,Mumbai,,,,"No Image Available Wholesaler 3-METHOXY PHENYL ACETONITRILE S Amit Facility Chemical Private Limited Worli, Mumbai No. 101/a, Neelam Center, Hind Cycle Road, Worli, Mumbai - 400030 , Maharashtra +91-9820409803 [BUY_NOW] Send Enquiry",2026-04-24T17:29:04.756333+00:00
74,supplierlist,103-79-7,P-2-P phenylacetone,"For Sale, China Supplier, Factory Price",103-79-7,https://www.supplierlist.com/amyl-phenylacetate_product39042.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:29:18.124281+00:00
75,supplierlist,103-79-7,P-2-P phenylacetone,"For Sale, China Supplier, Factory Price",103-79-7,https://www.supplierlist.com/pcresyl-phenylacetate_product39044.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:29:21.000867+00:00
76,supplierlist,103-79-7,P-2-P phenylacetone,"For Sale, China Supplier, Factory Price",103-79-7,https://www.supplierlist.com/isoamyl-phenylacetate_product43520.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:29:23.948367+00:00
77,supplierlist,103-79-7,P-2-P phenylacetone,"For Sale, China Supplier, Factory Price",103-79-7,https://www.supplierlist.com/phenethyl-phenylacetate_product37872.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:29:27.046075+00:00
78,supplierlist,103-79-7,P-2-P phenylacetone,"For Sale, China Supplier, Factory Price",103-79-7,https://www.supplierlist.com/isobutyl-phenylacetate_product37866.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:29:30.078914+00:00
79,supplierlist,103-79-7,P-2-P phenylacetone,"For Sale, China Supplier, Factory Price",103-79-7,https://www.supplierlist.com/geranyl-phenylacetate_product43523.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:29:32.943414+00:00
80,supplierlist,103-79-7,P-2-P phenylacetone,"For Sale, China Supplier, Factory Price",103-79-7,https://www.supplierlist.com/butyl-phenylacetate_product43519.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:29:35.931822+00:00
81,supplierlist,103-79-7,P-2-P phenylacetone,"For Sale, China Supplier, Factory Price",103-79-7,https://www.supplierlist.com/benzyl-phenylacetate_product43521.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:29:39.804418+00:00
82,supplierlist,120-57-0,piperonal,"For Sale, China Supplier, Factory Price",120-57-0,https://www.supplierlist.com/heliotropin-propylene-glycol-acetal_product39057.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:30:43.803166+00:00
83,supplierlist,120-57-0,piperonal,"For Sale, China Supplier, Factory Price",120-57-0,https://www.supplierlist.com/heliotropinpiperonal_product24964.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:30:46.818296+00:00
84,supplierlist,7723-14-0,red phosphorus,"Red Phosphorus Flame Retardant Masterbatch For Sale, China Supplier, Factory Price",7723-14-0,https://www.supplierlist.com/red-phosphorus-flame-retardant-masterbatch_product98279.html,,,,,,,"﻿
Red Phosphorus Flame Retardant Masterbatch For Sale, China Supplier, Factory Price
Sign up
Plastic Additives
Home
Graceland chemicals
Plastic Additives
Red Phosphorus Flame Retardant Masterbatch
MH-9800
Price: Negotiable
Get Quote
Appearance: Crimson Granule
Red Phosphorus Content: 60%min
Density: 1.08-1.25 g/cm3
Moisture: 0.3%max
Ignition Point：320℃min
Melting Point: 155℃
- Product Name:
Red Ph",2026-04-24T17:31:08.161286+00:00
85,supplierlist,7722-64-7,potassium permanganate,"For Sale, China Supplier, Factory Price",7722-64-7,https://www.supplierlist.com/potassium-sorbate_product25299.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:14.935720+00:00
86,supplierlist,7722-64-7,potassium permanganate,"For Sale, China Supplier, Factory Price",7722-64-7,https://www.supplierlist.com/potassium-bromate_product24988.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:17.442595+00:00
87,supplierlist,100-52-7,benzaldehyde,"For Sale, China Supplier, Factory Price",100-52-7,https://www.supplierlist.com/benzaldehyde-propylene-glycol-acetal_product39078.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:20.451222+00:00
88,supplierlist,100-52-7,benzaldehyde,"For Sale, China Supplier, Factory Price",100-52-7,https://www.supplierlist.com/benzaldehyde-glyceryl-acetal_product39058.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:23.479444+00:00
89,supplierlist,100-52-7,benzaldehyde,"Methyl Vanillate For Sale, China Supplier, Factory Price",100-52-7,https://www.supplierlist.com/benzaldehyde_product23255.html,,,,,,,"﻿
Methyl Vanillate For Sale, China Supplier, Factory Price
Sign up
Aromatic Chemical
Home
Wintrust
Aromatic Chemical
Methyl Vanillate
3943-74-6
Get Quote
98% min
Cas No.3943-74-6
Color & Appearances:White to yelllow crystals
Assay:98% min
Boiling Point:285-287 deg.c./760.00mmHg
Melting Point:64-65 deg.c.
Solubility in water:insoluble
Flash Point:100 deg.c.min
4-Hydroxy-3-methoxybenzoic Acid Methyl",2026-04-24T17:31:26.519113+00:00
90,supplierlist,96-48-0,gamma-butyrolactone,"For Sale, China Supplier, Factory Price",96-48-0,https://www.supplierlist.com/natural-gamma-decalactone_product26497.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:42.143378+00:00
91,supplierlist,96-48-0,gamma-butyrolactone,"For Sale, China Supplier, Factory Price",96-48-0,https://www.supplierlist.com/methyl-gammadecanolactone_product37895.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:45.115961+00:00
92,supplierlist,96-48-0,gamma-butyrolactone,"For Sale, China Supplier, Factory Price",96-48-0,https://www.supplierlist.com/gamma-heptalatone_product43526.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:48.126379+00:00
93,supplierlist,96-48-0,gamma-butyrolactone,"For Sale, China Supplier, Factory Price",96-48-0,https://www.supplierlist.com/natural-gamma-nonalactone_product43997.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:51.203067+00:00
94,supplierlist,96-48-0,gamma-butyrolactone,"For Sale, China Supplier, Factory Price",96-48-0,https://www.supplierlist.com/natural-gamma-butyrolactone_product38792.html,,,,,,,"﻿
For Sale, China Supplier, Factory Price
Sign up
Home
Share:
Related Products
Address:
, , , ,
Tel:
--
Company Profile
Products
中 文 | 供应商名录
・
海博网络
・
外贸网站定制
・
海外营销推广
・
Google SEO
・
Ads SEM
Home
|
Products
|
Categories
|
Suppliers
|
Offers
|
Blog
|
Contacts
|
My Account
|
Site Map
|
城市导航
|
产品展示
|
中文
Glass Processing Machines
|
Window Making Machine
|
Powder Coating Machine
|
Wrapping & Flat Laminat",2026-04-24T17:31:54.138974+00:00
